 ,,,Gender
Carlos González Bogen,,,Male
Elsa Gramcko,,,Female
Alfredo Hlito,,,Male
Judith Lauand,,,Female
Rubén Núñez,,,Male
Rhod Rothfuss,,,Male
Luiz Sacilotto,,,Male
D_emal _eli_,,,
Antonieta Sosa,,,Female
Boro Mileusni_,,,
Rubem Valentim,,,Male
Gregorio Vardanega,,,Male
Virgilio Villalba,,,Male
Franz Weissmann,,,Male
Juan Alberto Molenberg,,,Male
Nat Fein,,,Male
Enver Jahi_,,,
Zlatko Ugljen,,,Male
Adidas,,,
Ray-Ban,,,
Prada,,,
Schott NYC,,,
Converse,,,
"Spanx, est. 2000",,,
Speedo,,,
Linens by Dewan,,,
Heiner Reddemann,,,Male
Richard Learoyd,,,Male
Niko Kralj,,,Male
The Velvet Underground,,,
Albert Kahn,,,Male
Dinko Kova_i_,,,Male
Mickey Ortiz,,,
Yve Laris Cohen,,,Male
Cécile B. Evans,,,Female
Milton Weiner,,,Male
Alexander Hammid,,,Male
Carlotta Corpron,,,Female
Ignacio Aguirre,,,
Roger Schall,,,Male
Rosalyn Drexler,,,Female
Karl Wirsum,,,Male
James Ingo Freed,,,Male
Richard Jackson,,,Male
Mieczys_aw Szczuka,,,Male
Henry Ossawa Tanner,,,Male
Frederic Karoly,,,Male
"Porsche AG, Stuttgart, Germany",,,
Nick de Morgoli,,,Male
John Smith,,,Male
Bernard Villemot,,,Male
Constance DeJong,,,Female
Eliel Saarinen,,,Male
Anatol Stern,,,Male
Wolf Knoebel,,,
Ketty La Rocca,,,Female
Alden B. Dow,,,Male
Lois Dodd,,,Female
Eileen Cowin,,,Female
Otto Haesler,,,Male
Peter Greenaway,,,Male
Arthur Tress,,,Male
Herman Miller Clock Co.,,,
Ignazio Gardella,,,Male
Charles A. Arnold Jr.,,,Male
Elenhank Designers Inc.,,,
Ka Markelius,,,Female
Ljungberg's Textile AB,,,
Samuel Fosso,,,Male
Ivan _traus,,,Male
National Union of Sahrawi Women,,,
Ali Tayar,,,Male
Vaclav Pozarek,,,Male
Claudia Comte,,,Female
Nancy Linn,,,
Max Becher,,,
Giorgia Lupi,,,Female
John Sex,,,Male
Egidio Bonfante,,,Male
Mohammad Shawky Hassan,,,Male
Bob & Bob,,,
"New Era Cap Co., Inc",,,
Steve Lacy,,,
"Glen Raven, Inc.",,,
Moncler,,,
"Bossi, Mortara",,,
Bogdan Bogdanovi_,,,Male
Mastropaul Design,,,
Jim McWilliams,,,
Tamiko Thiel,,,Female
Parallel Design Partnership,,,
Ewald Hoinkis,,,Male
Elfriede Stegemeyer,,,Female
Toyin Ojih Odutola,,,Female
Raúl Marroquin,,,Male
Polit-Sheer-Form Office (PSFO),,,
Keiichi Tanaami,,,Male
Whitfield Lovell,,,Male
Adam Khalil,,,Male
Zack Khalil,,,Male
Zilia Sánchez,,,Female
Mrinalini Mukherjee,,,Female
Frank Majore,,,Male
N. Dash,,,Female
Tecnica Group S.p.A.,,,
John Driscoll,,,Male
Walter Burley Griffin,,,Male
Sebastian Black,,,Male
Iskra Grabulovski,,,Female
Vojin Baki_,,,
Miodrag _ivkovi_,,,
Ranko Radovi_,,,Male
Marcello Geppetti,,,Male
Xiao Yu,,,Male
Liu Jianhua,,,Male
Leng Lin,,,Male
Paul Leong,,,
Antoni Llena,,,Male
Drago Gali_,,,
Boris Krstulovi_,,,Male
Boris Maga_,,,
Andrija Mutnjakovi_,,,Male
Ivan Viti_,,,
Stephen Tashjian,,,Male
Judy Linn,,,Female
Craig Kalpakjian,,,Male
Yohji Yamamoto,,,
Gauri Gill,,,Female
"F.A. ""Butzi"" Porsche",,,Male
Roger Cardinal,,,Male
Sunil Gupta,,,Male
Salim Al-Kadi,,,Male
Eduardo Berliner,,,Male
Repetto,,,
"Norma Kamali, Inc.",,,
Las Yeguas del Apocalipsis,,,
Pedro Mardones Lemebel,,,Male
Francisco Casas Silva,,,Male
Feliza Bursztyn,,,Female
Jochen Lempert,,,Male
Otto Stupakoff,,,Male
Michael Stevenson,,,Male
Natalia Pinus,,,Female
Elena Semenova,,,Female
Boris Ignatovich,,,Male
Samuel Szczekacz,,,Male
Fré Cohen,,,Female
Steve Kahn,,,male
Sandra Vásquez de la Horra,,,Female
Atelier Stone,,,
Glenn Williams,,,Male
Designer Unidentified,,,
Unmade,,,
Lucy Jones,,,Female
Li Ming,,,Male
Graciela Carnevale,,,Female
Frazer Dougherty,,,Male
Elizabeth Shaw,,,Female
Mikhail Dlugach,,,Male
Anton Lavinsky,,,Male
Alain Tanner,,,Male
Paul Renner,,,Male
Ferdinand Andri,,,Male
Edmund Edel,,,Male
Studio R+M,,,
Zhijun Wang,,,Male
Dagobert Peche,,,Male
Joseph-Philibert Girault de Prangey,,,Male
Paul Mpagi Sepuya,,,Male
Anicka Yi,,,Female
Buster Cleveland,,,Male
Letícia Parente,,,Female
Rosemary Mayer,,,Female
Liisa Roberts,,,Female
Zofia Kulik,,,Female
Alejandro Cesarco,,,Male
Juan Manuel Echavarría,,,Male
Pedro Manrique Figueroa,,,Male
Regina José Galindo,,,Female
Mario García Torres,,,Male
Nan González,,,Female
Maria Laet,,,Female
Juan Nascimento,,,Male
Daniela Lovera,,,Female
Branko _nidarec,,,
Christian Vinck Henriquez,,,Male
Vladimir Vladimirovich Kudryashev,,,Male
Alejandro Paz Navas,,,Male
Amalia Pica,,,Female
Wilfredo Prieto,,,Male
José Alejandro Restrepo,,,Male
Yeni & Nan,,,
Theaster Gates,,,Male
Lee Kit,,,Male
Omer Fast,,,Male
Adrian Ghenie,,,Male
Pat Passlof,,,Female
Hille,,,
Chung Chang-Sup,,,Male
Martine Syms,,,Female
Carlo Mollino,,,Male
Uglje_a Bogunovi_,,,
Slobodan Janji_,,,
Milan Krsti_,,,
Ivan Anti_,,,
Thom Browne,,,
Modern Meadow,,,
Aleksandar Stjepanovi_,,,Male
Bo_idar Jankovi_,,,Male
Branislav Karad_i_,,,Male
Northwestern University,,,
Milutin Glavi_ki,,,
Richard Malone,,,
Rajesh Vangad,,,Male
Gene Friedman,,,Male
Marion Mahony Griffin,,,Female
Dante Giacosa,,,Male
"Fiat S.p.A., Turin, Italy",,,
Carmelo Arden Quin,,,Male
BMPT,,,
Ekaterina Zernova,,,Female
Yara Said,,,
Barkley L. Hendricks,,,Male
Edgar Obma,,,
Donald M. Schwartz,,,
Darko Maru_i_,,,Male
Milenija Maru_i_,,,Female
Martirene Alcántara,,,Female
Charles Morgan,,,Male
Mihajlo Mitrovi_,,,
Stojan Maksimovi_,,,
Valerie Wagner,,,
Em Rooney,,,
B. Ingrid Olson,,,Female
Alysa Nahmias,,,Female
Benjamin Murray,,,Male
Douglas Lockwood,,,
Alois Lichtsteiner,,,Male
KwieKulik,,,
Przemys_aw Kwiek,,,Male
Marie Losier,,,Female
Héctor Fuenmayor,,,Male
Sigfredo Chacón,,,Male
Elena Damiani,,,Female
Eugenio Espinoza,,,Male
Suwon Lee,,,Female
Luis Molina-Pantin,,,Male
Roberto Obregón,,,Male
Mauro Restiffe,,,Male
David Zink Yi,,,Male
Aïda Muluneh,,,
William Farley,,,
Franz Mon,,,
Pera,,,
ZAJ,,,
G. Altorjay,,,
Peter O. Chotjewitz,,,
Marshall McLuhan,,,
Helmut Rywelski,,,
Bill Wilson,,,
Bodys Isek Kingelez,,,Male
Refugee Nation,,,
Danny Hillis,,,Male
Ted Bilodeau,,,Male
Susan Te Kahurangi King,,,Female
Naotaka Hiro,,,Male
Svetlana Kana Radevi_,,,
Kaari Upson,,,Female
Les Ateliers Pinton Frères,,,
Sam Contis,,,Female
Sofia Borges,,,Female
Stephanie Syjuco,,,Female
Carmen Winant,,,Female
Adelita Husni-Bey,,,Female
Andrzej Steinbach,,,
Joanna Piotrowska,,,Female
H__ng Ngô,,,Female
H_ng-An Tr__ng,,,Female
"Techni-Tool, Inc.",,,
Thom Browne,,,Male
New Breed,,,
Bernadette Thompson,,,Female
Irving Schott,,,Male
Yohji Yamamoto,,,Male
Chris W. Sublette,,,
Jamie Reid,,,Male
Beirut Architecture Office,,,
Zandra Rhodes,,,Female
ZJ Design,,,
Giancarlo Zanatta,,,Male
DVF Studio LLC,,,
Ffora,,,
Sara Blakely,,,
Jason Benning,,,Male
Wolford,,,
Champion,,,
Miuccia Prada,,,Female
David Reed,,,Male
Calvin Klein,,,
Suzanne Lee,,,Female
Amy Congdon,,,
Richard Malone,,,Male
John A. Rogers,,,Male
Zoa,,,
Paco Rabanne,,,Male
Matthew Connors,,,Male
Ann Moore,,,Female
Lucille Aukerman,,,Female
Snugli Cottage Industries,,,
Jeffrey Lew,,,
Ana Maria Millan,,,Female
John Borg Manduca,,,
Josef Hesoun,,,Male
Aladár Richter,,,Male
Mark Stewart,,,
Nikolay Diulgheroff,,,Male
Monika Correa,,,Female
Hal Fischer,,,Male
Donna-Lee Phillips,,,Female
David Kadish,,,
Elger Esser,,,Male
Károly Kismányoky,,,Male
Géza Perneczky,,,Male
Jay Haley,,,
Charles Burnett,,,Male
Ivan Cardoso,,,Male
Jerry Lewis,,,Male
Arthur Jafa,,,Male
Jon Rafman,,,Male
Nairy Baghramian,,,Female
Nicolas Party,,,Male
Jordan Wolfson,,,Male
Daniel González,,,Male
Franciska Clausen,,,Female
ORLAN (Mirielle Suzanne Francette Porte),,,Female
"Riccardo ""Ricas"" Castagnedi",,,
Ida Griffin,,,
Design Earth,,,
Ted Joans,,,Male
Lawrence Ferlinghetti,,,Male
Jean Sellem,,,Male
Flaminio Bertoni,,,Male
Enrico Filippini,,,Male
Amie Siegel,,,Female
Silke Otto-Knapp,,,Female
Robert Picault,,,Male
"Citroën, France",,,
Robert Opron,,,Male
Valentin Jeck,,,Male
Charles Keating Linder,,,
Christoph Rath,,,Male
Stefan Mohr,,,Male
Stephan Abry,,,Male
K-Rob,,,Male
Paddy Johnson,,,Female
Creneau UK,,,
Henning Lundkvist,,,
Pádraig Timoney,,,Male
Eamon Ore-Giron,,,
Ted Purves,,,Male
Brian O'Doherty,,,Male
David Dalton,,,Male
Studio Apartment,,,
Kid Congo Powers,,,
Khan,,,Male
Mihajlo Zori_,,,
Eduardo Carvajal,,,Male
Jennifer Hackshaw,,,Female
Kenneth Pietrobono,,,Male
Jan Burka,,,Male
Brigitte Chopin,,,Female
Denis Chopin,,,Male
Jean Chopin,,,Female
Gil J Wolman,,,Male
Julien Blaine,,,
Bernard Aubertin,,,Male
Mark Tomlinson,,,Male
Stephen Shames,,,Male
Storm Thorgerson,,,Male
Aubrey Powell,,,Male
Françoise Saint-Thibault,,,Female
John Furnival,,,Male
Aude Jessemin,,,Female
Luc Peire,,,Male
Luigi Ferro,,,Male
Jean-Jacques Lévêque,,,Male
Gabriel Paris,,,Male
Dora Feilane,,,Female
Serge Béguier,,,Male
Laura Sheleen,,,Female
Alain Jouffroy,,,Male
Rodolfo Krasno,,,Male
John Sharkey,,,Male
Roberto Altmann,,,Male
Dom Sylvester Houédard,,,Male
Claude Pélieu,,,Male
James Guitet,,,Male
Françoise Janicot,,,Female
Shigeru Onishi,,,male
Eugène Estanave,,,male
Raj Rewal,,,Male
Bob Cobbing,,,Male
Hugh Davies,,,Male
Hansjörg Gisiger,,,Male
Mary Corse,,,Female
Pushpamala N,,,Female
Trevor Paglen,,,Male
Virginia Rutledge,,,Female
Anupama Kundoo,,,Female
Zhang Ke,,,Male
Archi-Union Architects,,,
Ram Rahman,,,Male
Ketaki Sheth,,,Female
Mark Wheaton,,,Male
Phil Edelstein,,,Male
Matt Rogalsky,,,Male
"Composers Inside Electronics, Inc.",,,
ZAO/standardarchitecture,,,
Philip F. Yuan,,,Male
Jo Randerson,,,Female
Jacky Mallett,,,
Johan Hjerpe,,,Male
Georg Haeckel,,,
Otto Haeckel,,,
Hiroki Tsukuda,,,Male
Rania Ghosn,,,Female
El Hadi Jazairy,,,Male
Martin Margiela,,,Male
Norma Kamali,,,Female
Banana Equipment,,,
Roberta Allen,,,Female
Martin Beck,,,
Arnold Belkin,,,
Meriem Bennani,,,Female
Camille Billops,,,Female
Jennifer Bolande,,,Female
Montien Boonma,,,Male
William Childress,,,
Cui Jie,,,Female
Emory Douglas,,,Male
Uzo Egonu,,,Male
Coco Fusco,,,Female
Walter Gutman,,,Male
Janet Olivia Henry,,,Female
Anne Imhof,,,Female
Gavin Jantjes,,,Male
Mary Kelly,,,Female
Hilma af Klint,,,Female
Teresa Margolles,,,Female
David Medalla,,,Male
Sam Moyer,,,Female
Marilyn Nance,,,Female
Malangatana Valente Ngwenya,,,Male
Pepón Osorio,,,Male
Sandra Payne,,,Female
Zak Prekop,,,Male
Lou Reed,,,
Sophie Ristelhueber,,,Female
Julia Scher,,,Female
Gazbia Sirry,,,Female
Valeska Soares,,,Female
Piotr Uklanski,,,Male
Pablo Vargas Lugo,,,
Wang Jinsong,,,Male
Wang Qingsong,,,Male
Jurgen Bey,,,Male
Naeem Mohaiemen,,,Male
Bill Hine,,,
Kikuo Saito,,,Male
André Lefèbvre,,,Male
Paul Magès,,,Male
Mahendra Raj,,,Male
Miguel Calvo,,,Male
Julia Phillips,,,Female
David Storey,,,Male
Krunoslav Tonkovi_,,,
Berislav _erbeti_,,,
Mettalglas A.G.,,,
Thomas Brinkmann,,,Male
Roger Miller,,,Male
Boyd Rice,,,Male
Christopher Rollen,,,Male
Maria Bri-Bein,,,Female
Elizaveta Lavinskaia,,,
"Aluminium Menziken und Gontenschwil A.G., Zürich",,,
Lydia Naumova,,,Female
Clara Tice,,,Female
Bogdan Spindler,,,
Li Binyuan,,,Male
Nedeljko Borovnica,,,
Christina Fernandez,,,Female
Wang Ziling,,,Male
Wu Qingshan,,,Male
Park Hyunki,,,Male
John Jensen,,,
Barbara Brändli,,,Female
Cang Xin,,,Male
Gen Otsuka,,,Male
Raghu Rai,,,Male
Saloua Raouda Choucair,,,Female
Bill Dixon,,,
Kwame Brathwaite,,,Male
P Staff,,,Non-Binary
Ei-Q (Hideo Sugita),,,Male
Facundo de Zuviría,,,Male
Sawyer Manufacturing,,,
Ulrik Heltoft,,,Male
Miljohn Ruperto,,,
Cecil Taylor,,,Male
_iva Baraga,,,
Janez Lenassi,,,
Aurèlia Muñoz,,,Female
Leopold Strobl,,,Male
Idelle Weber,,,Female
Melvin Way,,,Male
Franjo Neidhardt,,,
Silvia Buonvicini,,,Female
Gareth Nyandoro,,,Male
Loredana Sperini,,,Female
Wyatt Kahn,,,Male
Nathlie Provosty,,,Female
Martha Tuttle,,,Female
Marianne Wex,,,Female
Jorge Ortiz,,,Male
Elle Pérez,,,
Ulla von Brandenburg,,,
Francis Baudevin,,,
Kari Miller,,,
Mostapha El Oulhani,,,Male
Sibille Berger,,,Female
Delphine Meriaux,,,Female
Sharp (Aaron Goodstone),,,Male
Phase 2,,,Male
Kurt Novak,,,Male
NOC 167 (Melvin Samuels),,,Male
José Rafael Moneo,,,Male
MARE 139 (Carlos Rodriguez),,,Male
ERO (Dominique Philbert),,,Male
Duster,,,Male
Kase2 (Jeff Brown),,,Male
William Cordero (Bill Blast),,,Male
Zoran Baki_,,,
Walter Price,,,Male
Yuri Avvakumov,,,Male
Andrei Bokov,,,Male
Vyacheslav Petrenko,,,Male
Mikhail Belov,,,Male
Yuri Kuzin,,,Male
Igor Pischukevich,,,Male
Yury Tsirulnikov,,,Male
Lev Evzovich,,,Male
Mark Khaisman,,,Male
Alexei Gutnov,,,Male
Boris Levyant,,,Male
Sergei Lobachev,,,Male
Ivan Shalmin,,,Male
Totan Kuzembaev,,,Male
Andrei Ivanov,,,Male
Vyacheslav Aristov,,,Male
Sergei Korobov,,,Male
Mikhail Labazov,,,Male
Andrei Cheltsov,,,Male
Alexander Zossimov,,,Male
Andrei Savin,,,Male
Vika Voronova,,,Female
Olga Breslavtseva,,,Female
Alexandra Pavlova,,,Female
Vladimir Tyurin,,,Male
Iskander Galimov,,,Male
Mikhail Fadeev,,,Male
Dmitry Bush,,,Male
Sergei Chuklov,,,Male
Alexander Khomyakov,,,Male
Dmitry Podyapolsky,,,Male
Sergei Grebennikov,,,Male
Andrei Chernov,,,Male
Viktor Smyshlyaev,,,Male
Slava Mizin,,,Male
Evgeny Burov,,,Male
Dmitry Ivanov,,,Male
Andrei Kuznetsov,,,Male
Vera Chuklova,,,Female
Algirdas _e_kus,,,Male
Ridykeulous,,,
Mikhail Filippov,,,Male
Nadezhda Bronzova,,,Female
Mirtha Dermisache,,,Female
Anna Andreeva,,,Female
Eduardo Kac,,,Male
Shuzo Azuchi Gulliver,,,Male
Unidentified designer,,,
Unidentified designer,,,
Dino di Rosas,,,
Jorge Barba,,,
Students of the Santiago Experimental School (Escuela Experimental de Santiago),,,
Rasheed Araeen,,,Male
Amanda Williams,,,Female
Enrique Ramírez,,,Male
Jérome Garzon,,,Male
Fred Sionis,,,Male
PaJaMa,,,
Leandro Feal,,,Male
Nelly Richard,,,Female
Tiago Mata Machado,,,
Sanlé Sory,,,Male
Myrbor,,,
The Crawford Shops,,,
Aldo Bakker,,,Male
Margaret Hoening French,,,Female
Tey Manufacturing Corp.,,,
Fit-Shu,,,
LaGardo Tackett,,,Male
Benjamin Bowden,,,Male
Giorgetto Giugiaro,,,Male
Closca Design S.L.,,,
Minneapolis-Honeywell Regulator Company,,,
"Nest Labs, Palo Alto",,,
"Pentax, Japan",,,
"Leica Camera AG, Wetzlar, Germany",,,
Zoltán Réczey,,,Male
"DIAB (Dataindustrier AB), Sweden",,,
Jordan Grabulovski,,,Male
"Zeiss-Werk, Jena, East Germany (DDR)",,,
"Bombard Industries, Grand Haven, MI",,,
Hans Berg,,,Male
Mario Meier,,,Male
Hermann Heid,,,Male
Jakob Senneby,,,Male
Simon Goldin,,,Male
Christopher Williamson,,,Male
Unidentified Artist,,,
Charles Correa,,,Male
Jean Depara,,,Male
Romuald Hazoumè,,,Male
Abu Bakarr Mansaray,,,Male
Moké,,,Male
"Ambroise Ngaimoko, Studio 3Z",,,Male
Felix Akinniran Olunloyo,,,Male
Kuldip Singh,,,Male
Muzharul Islam,,,Male
Achyut Kanvinde,,,Male
Shivnath Prasad,,,Male
Joseph Allen Stein,,,Male
Habib Rahman,,,Male
Robert Boughey,,,Male
Balkrishna Doshi,,,Male
Valentine Gunasekara,,,Male
Dulce Carneiro,,,Female
Palmira Puig Giró,,,Female
Maria Helena Valente da Cruz,,,Female
Alzira Helena Teixeira,,,Female
Barbara Mors,,,Female
Alberto Korda,,,Male
Wesley Sharer,,,Male
Sun Ra,,,Male
Paul Coldwell,,,Male
Tosh Matsumoto,,,Male
Hervé Guibert,,,Male
Volkmar K. Wentzel,,,Male
Michael Armitage,,,Male
Sandrine Pelletier,,,Female
Raha Raissnia,,,Female
Fernanda Gomes,,,Female
Sable Elyse Smith,,,Female
Vladimir Vilner,,,Male
Alexander Balagin,,,Male
Georgi Zelondzhev-Shipov,,,Male
Vsevolod Meyerhold,,,Male
Delta 2 (Calvin Gonzales),,,Male
Cornelis Zitman,,,Male
Jonathan Demme,,,Male
Bauhaus Sculpture Workshop,,,
Ian Tyson,,,
Elizabeth Kner,,,
"General Motors Corporation, Detroit, MI",,,
United States. Navy,,,
International Film Service,,,
Alexandre Benois,,,
Louis Berger,,,Male
D. W. Griffith,,,Male
Frank Del Giudice,,,Male
Edward Dillon,,,
Edin Velez,,,Male
Juan José Gurrola,,,Male
Paula Heredia,,,
Jonathan Calm,,,Male
Amiri Baraka (previously known as LeRoi Jones and Imamu Amear Baraka),,,Male
Robert LaVigne,,,Male
F. W. Murnau,,,Male
Peter Orlovsky,,,Male
Francis Poulenc,,,
Conrad Rooks,,,
Shel Silverstein,,,Male
Merton Simpson,,,
Marie Wilson,,,Female
Younousse Sèye,,,Female
"Getama, Denmark",,,
Joanne Leonard,,,Female
Jo Spence,,,Female
Suzanne Bocanegra,,,Female
Nicolaas van de Vecht,,,Male
Alex Goad,,,Male
Kosuke Araki,,,Female
"Studio Swine, U.K.",,,
Caroline Slotte,,,Female
Mustafa Faruki,,,Male
Marta Maria Pérez  Bravo,,,Female
Benode Behari Mukherjee,,,Male
MIT Self-Assembly Lab,,,
Gregory Halpern,,,Male
O. R. Orchard,,,
Koos Vorrink,,,Male
Arisztid Uher,,,Male
Anna Borovskaya,,,
S. Sorbonskiy,,,
Barbara Jones-Hogu,,,Female
Blanche Parker,,,Female
Wadsworth Jarrell,,,Male
Farah Al Qasimi,,,Female
Margarete (Grete) Heymann Loebenstein Marks,,,Female
Reklam-Konstruktor (Advertising Constructor) Agency,,,
Annie Lutjens,,,Female
James M. Goins,,,Male
Terry Dennett,,,Male
Christopher Kulendran Thomas,,,
Annika Kuhlmann,,,
Ming Wong,,,Male
Andrew Norman Wilson,,,Male
Alexander Groves,,,Male
Azusa Murakami,,,
Aki Inomata,,,Female
Olalekan Jeyifous,,,Male
Kate Crawford,,,Female
Paolo Roversi,,,Male
Laure Prouvost,,,Female
Arne Arnbom,,,Male
Petra Cortright,,,Female
Haël Workshops for Art Pottery,,,
Yente (Eugenia Crenovich),,,female
Pacifico Silano,,,Male
Atelier Luma / Luma Arles,,,
Sachiko Kazama,,,Female
Nancy Ford Cones,,,Female
Nelly (Elli Sougioultzoglou-Seraidari),,,Female
Anwar Said,,,Male
Mark Teemer (Akinsanya Kambon),,,Male
Alexandre Wollner,,,Male
Guadalupe Maravilla,,,Male
Bywater Bros. Editions,,,
Tsuruko Yamazaki,,,Female
theLab-lab for architecture,,,
Stephen Rosenthal,,,
Fernando Laposse,,,Male
Laura Aguilar,,,Female
Judithe Hernández,,,Female
Studio Klarenbeek & Dros,,,
E-Line Media,,,
Ishmael (Angaluuk) Hope,,,Male
Sheryl Oppenheim,,,Female
Ruby Sky Stiler,,,Female
Jeff Mermelstein,,,Male
Auguste Merle,,,Male
Baron de Ravallet,,,Male
Carolina Caycedo,,,Female
Victoria Cabezas,,,Female
Vladan Joler,,,Male
Gino Levi Montalcini,,,Male
Eric Klarenbeek,,,Male
Maartje Dros,,,Female
The Event Horizon Telescope Collaboration,,,
Larry Cook,,,Male
Tameca Cole,,,
Dyani White Hawk,,,Female
American Artist,,,
Gabrielle L’Hirondelle Hill,,,Female
Frank Jones,,,Male
Theo Eshetu,,,Male
CAMP,,,
Sohrab Hura,,,Male
Irina Rozovsky,,,Female
Cara Romero,,,Female
Hulleah J. Tsinhnahjinnie,,,Female
Tatiana Parcero,,,Female
Krasnyi proletarii,,,
Suzy Lake,,,Female
Dionne Lee,,,Female
Zora J Murff,,,Male
Rifat Chadirji,,,Male
Arieh Sharon,,,Male
Jock Kinneir,,,Male
Margaret Calvert,,,Female
Noah Davis,,,Male
Anne Tyng,,,Female
Wendy Red Star,,,Female
Ebecho Muslimova,,,Female
Simon Morgan,,,
Playdead,,,
Nathalie Lawhead,,,Female
Davey Wreden,,,Male
ustwo games,,,
Bennett Foddy,,,Male
Zilla Leutenegger,,,Female
Latifa Echakhch,,,Female
Dalton Paula,,,Male
Tourmaline,,,Non-binary
Hans Behrendt,,,Male
Yuli Karasik,,,Male
Garrett Bradley,,,Female
Amateur Architecture Studio,,,
Atelier Deshaus,,,
DnA_Design and Architecture,,,
"Drawing Architecture Studio, Beijing",,,
OPEN Architecture,,,
Rural Urban Framework,,,
Zhu Pei,,,Male
Urbanus Architecture & Design Inc.,,,
Vector Architects,,,
Marlon Mullen,,,Male
Ilka Ged_,,,Female
Alejandro Kuropatwa,,,Male
Nina Chanel Abney,,,Female
Kamala Ibrahim Ishag,,,Female
Ouattara Watts,,,Male
Matthew Wong,,,Male
Luis Hernández Cruz,,,Male
Marina Adams,,,Female
Eddie Martinez,,,Male
Mohammed Iman Fayaz,,,Male
Althea McNish,,,Female
Chesnutt Brothers Studio,,,
Andrew Chesnutt,,,Male
Lewis Chesnutt,,,Male
Marwan Rechmaoui,,,Male
Alfred Tritschler,,,
Studio of Dr. Paul Wolff & Tritschler,,,
"Hamburgrer Frobelspiel-Handlung, Herm. Evers",,,
Carolyn Lazard,,,
Archibald John Motley Jr.,,,Male
Tiona Nekkia McClodden,,,Female
Julia Weist,,,Female
Dong Gong,,,Male
Jordan Casteel,,,Female
Nicholas Galanin,,,Male
Orian Barki,,,Female
T.C. Cannon,,,Male
Jocelyne Coster,,,Female
Rosa Barba,,,
Ja'Tovia Gary,,,
Meridel Rubenstein,,,Female
Philip Jones Griffiths,,,Male
Bertha Evelyn Jaques,,,Female
Sonya Noskowiak,,,Female
Jane Reece,,,Female
Ursula Johanna Richter,,,Female
Charlotte Rudolph,,,Female
Wes Mills,,,
Germán Cueto,,,Male
Jason Moran,,,Male
Éric van Hove,,,Male
Kurt Zimmerli,,,
Randhir Singh,,,Male
Gelsen Gas,,,Male
Arnaldo Coen,,,Male
Wang Shu,,,Male
Lu Wenyu,,,Female
John Edmonds,,,Male
Xiao Du Liu,,,Male
Yan Meng,,,Male
Hui Wang,,,Male
Chaoying Yang,,,
Li Hu,,,Male
Huang Wenjing,,,Female
Charles F. Bracy,,,Male
Henry J. Doerr,,,Male
Charles H. Freeman,,,Male
David Alvin Lowe,,,Male
John Nicol,,,Male
Cassey & Riley,,,male
Zaiye Studio,,,
Tian Fangfang,,,
Ni Nan,,,
Zhang Han,,,Female
Lee Seung Jio,,,Male
Shengliang Su,,,
Hao Chen,,,
Xia Shi,,,
Kristian Hoffman,,,Male
Agnes Caroline Chamberlayne Johnstone,,,Female
Helen Rae,,,Female
Arlington Nelson Lindenmuth,,,Male
The Cottage Studio,,,
George Barnum,,,Male
Port L. Lake,,,Male
The Dayton Photo and View Co.,,,
Klondike Photo Co.,,,
James A. Mullen,,,Male
Eduardo Navarro,,,
George R. Weatherington,,,Male
John W. Weatherington,,,Male
Traveler,,,
RBLI - Royal British Legion Industries Limited,,,
Lola Flash,,,Female
Dori Atlantis,,,Female
Jan Lester Martin,,,Female
Nancy Youdelman,,,Female
Hannah Collins,,,Female
Egon Riss,,,Male
Han Li,,,Male
Yan Hu,,,Female
Arthur Leon Child,,,Male
J.B. Sturtevant,,,Male
James Alexander Thomason,,,Male
Han Dan,,,
Xiaodong Jiang,,,
Liu Yichun,,,Male
Chen Yifeng,,,Male
Xu Tiantian,,,Male
James Barnor,,,Male
